Emp ID,First Name,Middle Initial,Last Name,Gender,EMail,Date of Birth,Age,Weight,Date of Joining,Quarter of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,Age in Company,Salary,Last % Hike,SSN,Phone Num,Place Name,County,City,State,Zip
618900,Billy,Q,Anguiano,M,billy.anguiano@msn.com,4/29/1965,52.28,53,11/27/2003,Q4,2003,11,November,Nov,27,13.68,55301,9%,376-37-7241,207-974-1135,Newport,Penobscot,Newport,ME,4953
654402,Nathanael,I,Vasques,M,nathanael.vasques@gmail.com,4/23/1983,34.29,61,9/20/2010,Q3,2010,9,September,Sep,20,6.86,78595,12%,230-99-6838,314-815-0613,Shelbyville,Shelby,Shelbyville,MO,63469
507913,Pasty,Q,Wooden,F,pasty.wooden@sbcglobal.net,3/9/1981,36.41,48,2/8/2012,Q1,2012,2,February,Feb,8,5.47,191515,26%,225-99-1761,319-433-2585,Des Moines,Polk,Des Moines,IA,50320
122888,Cristina,R,Arguello,F,cristina.arguello@yahoo.co.in,12/28/1986,30.6,49,1/29/2012,Q1,2012,1,January,Jan,29,5.5,94349,10%,280-15-7987,206-216-1222,Sekiu,Clallam,Sekiu,WA,98381
362544,Chas,V,Armstead,M,chas.armstead@gmail.com,1/7/1971,46.59,56,10/11/2016,Q4,2016,10,October,Oct,11,0.79,171071,20%,042-15-6360,701-832-6637,Eckelson,Barnes,Eckelson,ND,58432
112057,August,W,Stanger,M,august.stanger@outlook.com,7/11/1973,44.08,52,10/8/2013,Q4,2013,10,October,Oct,8,3.81,175232,21%,378-37-7748,215-844-0675,Gouldsboro,Wayne,Gouldsboro,PA,18424
958081,Edmond,Y,Roseberry,M,edmond.roseberry@gmail.com,8/21/1967,49.97,66,9/8/1990,Q3,1990,9,September,Sep,8,26.9,49771,12%,151-23-9495,209-847-5189,Fountain Valley,Orange,Fountain Valley,CA,92728
747429,Lynell,E,Bouie,F,lynell.bouie@verizon.net,10/4/1989,27.83,51,4/12/2015,Q2,2015,4,April,Apr,12,2.3,115087,23%,274-17-3471,215-836-2825,Blairsville,Indiana,Blairsville,PA,15717
786013,Kiley,I,Michaelis,F,kiley.michaelis@hotmail.com,3/15/1988,29.39,51,1/2/2015,Q1,2015,1,January,Jan,2,2.57,82334,10%,301-15-8537,210-290-0299,Chillicothe,Hardeman,Chillicothe,TX,79225
172594,Austin,R,Fraser,M,austin.fraser@cox.net,9/14/1980,36.89,85,12/12/2012,Q4,2012,12,December,Dec,12,4.63,81011,3%,409-99-2744,210-888-4180,Trinity,Trinity,Trinity,TX,75862
561409,Will,U,Adame,M,will.adame@yahoo.co.in,1/5/1991,26.58,77,8/7/2012,Q3,2012,8,August,Aug,7,4.98,173723,25%,642-29-3055,208-351-9176,Stanley,Custer,Stanley,ID,83278
138182,Billy,Z,Peaslee,M,billy.peaslee@hotmail.com,1/22/1985,32.53,89,6/5/2012,Q2,2012,6,June,Jun,5,5.15,99367,20%,537-71-2934,216-402-8906,Mount Victory,Hardin,Mount Victory,OH,43340
233765,Latashia,W,Bulter,F,latashia.bulter@gmail.com,11/23/1958,58.72,44,4/6/2006,Q2,2006,4,April,Apr,6,11.32,61094,15%,132-98-0594,252-957-9190,Rougemont,Durham,Rougemont,NC,27572
302646,Kyoko,M,Wyant,F,kyoko.wyant@ntlworld.com,8/20/1989,27.96,45,1/6/2016,Q1,2016,1,January,Jan,6,1.56,69928,6%,110-98-3215,423-339-3824,Walling,White,Walling,TN,38587
529107,Corina,O,Kraemer,F,corina.kraemer@aol.com,6/1/1992,25.17,47,9/11/2016,Q3,2016,9,September,Sep,11,0.88,151385,5%,554-99-4962,231-616-2866,Lansing,Ingham,Lansing,MI,48910
272630,Ingeborg,M,Bolding,F,ingeborg.bolding@cox.net,6/10/1988,29.15,47,9/4/2012,Q3,2012,9,September,Sep,4,4.9,53138,1%,660-24-9097,423-467-3412,Morris Chapel,Hardin,Morris Chapel,TN,38361
828900,Horace,J,Eggers,M,horace.eggers@yahoo.ca,1/19/1984,33.55,69,1/11/2014,Q1,2014,1,January,Jan,11,3.55,99507,9%,372-37-7007,479-269-2883,Mc Gehee,Desha,Mc Gehee,AR,71666
188467,Jeanelle,C,Songer,F,jeanelle.songer@ibm.com,7/18/1973,44.06,42,4/14/2008,Q2,2008,4,April,Apr,14,9.29,135509,7%,189-86-9460,212-512-4802,Wellsville,Allegany,Wellsville,NY,14895
524641,Vickey,I,Stanfill,F,vickey.stanfill@cox.net,9/16/1964,52.9,57,12/17/1990,Q4,1990,12,December,Dec,17,26.63,92182,4%,243-99-7899,229-839-7078,Warwick,Worth,Warwick,GA,31796
660379,Sherry,N,Bozarth,F,sherry.bozarth@hotmail.co.uk,8/27/1974,42.95,54,10/12/2009,Q4,2009,10,October,Oct,12,7.8,178129,5%,024-92-6085,479-509-2785,Fayetteville,Washington,Fayetteville,AR,72704
542608,Christiana,I,Sollars,F,christiana.sollars@gmail.com,4/14/1992,25.3,57,6/15/2016,Q2,2016,6,June,Jun,15,1.12,82389,1%,688-24-4911,229-384-3445,Atlanta,Fulton,Atlanta,GA,31195
416481,Mitchell,D,Bousquet,M,mitchell.bousquet@yahoo.com,7/10/1991,26.07,70,2/18/2013,Q1,2013,2,February,Feb,18,4.44,113309,2%,013-94-5684,205-549-4808,Winfield,Marion,Winfield,AL,35594
177622,Corie,U,Gaston,F,corie.gaston@gmail.com,1/4/1972,45.59,56,8/20/2012,Q3,2012,8,August,Aug,20,4.94,99445,22%,034-92-9702,206-844-5134,Camp Murray,Pierce,Camp Murray,WA,98430
912591,Larhonda,M,Sartin,F,larhonda.sartin@aol.com,1/27/1975,42.53,43,2/12/2004,Q1,2004,2,February,Feb,12,13.47,54347,13%,056-02-4431,231-632-5973,Stephenson,Menominee,Stephenson,MI,49887
596951,Basil,U,Troxler,M,basil.troxler@gmail.com,3/19/1993,24.38,53,12/25/2015,Q4,2015,12,December,Dec,25,1.59,159710,15%,360-08-9095,229-489-5449,Mountain City,Rabun,Mountain City,GA,30562
709399,Eleanore,D,Stoddard,F,eleanore.stoddard@yahoo.co.uk,2/28/1974,43.44,55,8/10/1999,Q3,1999,8,August,Aug,10,17.98,163417,5%,619-87-4996,225-616-4039,Reeves,Allen,Reeves,LA,70658
819918,Carolyn,B,Kittle,F,carolyn.kittle@charter.net,4/17/1974,43.31,41,5/8/2001,Q2,2001,5,May,May,8,16.23,102910,3%,224-99-8364,216-776-2853,Cleveland,Cuyahoga,Cleveland,OH,44118
866997,Jed,F,Cockerham,M,jed.cockerham@hotmail.com,4/13/1980,37.32,61,7/16/2014,Q3,2014,7,July,Jul,16,3.04,102585,17%,463-99-6073,209-265-4420,Clements,San Joaquin,Clements,CA,95227
645411,Earnest,D,Hester,M,earnest.hester@msn.com,12/30/1979,37.6,59,10/15/2002,Q4,2002,10,October,Oct,15,14.79,199097,17%,535-71-7007,803-893-5964,Santee,Orangeburg,Santee,SC,29142
162327,Damian,P,Deluca,M,damian.deluca@gmail.com,11/24/1976,40.7,65,12/19/1998,Q4,1998,12,December,Dec,19,18.62,172952,26%,193-86-4413,212-803-5189,Rhinecliff,Dutchess,Rhinecliff,NY,12574
332877,Whitney,Z,Preston,M,whitney.preston@btinternet.com,10/25/1963,53.79,85,2/13/2007,Q1,2007,2,February,Feb,13,10.46,51219,27%,342-11-7035,702-909-8556,Las Vegas,Clark,Las Vegas,NV,89180
935107,Marhta,N,Strawn,F,marhta.strawn@gmail.com,7/19/1959,58.07,54,3/22/2011,Q1,2011,3,March,Mar,22,6.36,46915,1%,762-12-9355,262-461-2072,South Milwaukee,Milwaukee,South Milwaukee,WI,53172
397894,Errol,A,Kowalski,M,errol.kowalski@gmail.com,10/29/1987,29.77,71,3/13/2011,Q1,2011,3,March,Mar,13,6.38,78332,27%,439-99-3749,201-430-4561,Budd Lake,Morris,Budd Lake,NJ,7828
367769,Numbers,U,Garton,F,numbers.garton@btinternet.com,8/27/1965,51.95,46,11/13/2011,Q4,2011,11,November,Nov,13,5.71,158564,24%,107-98-9858,406-927-3454,Park City,Stillwater,Park City,MT,59063
661215,Johnie,N,Harter,M,johnie.harter@yahoo.com,8/4/1984,33,71,3/21/2007,Q1,2007,3,March,Mar,21,10.36,144422,17%,644-29-9020,210-440-3065,Canton,Van Zandt,Canton,TX,75103
893886,Jewel,X,Ibarra,F,jewel.ibarra@hotmail.com,4/2/1958,59.36,48,7/7/1995,Q3,1995,7,July,Jul,7,22.07,137191,21%,174-86-4030,201-298-5374,Lumberton,Burlington,Lumberton,NJ,8048
579064,Leonie,B,Doney,F,leonie.doney@gmail.com,6/22/1996,21.11,50,6/20/2017,Q2,2017,6,June,Jun,20,0.1,177858,4%,411-99-7078,308-560-3310,Amelia,Holt,Amelia,NE,68711
762843,Toby,G,Cann,F,toby.cann@gmail.com,3/16/1992,25.38,52,7/20/2017,Q3,2017,7,July,Jul,20,0.02,68935,25%,392-33-1161,217-929-6529,Cooksville,McLean,Cooksville,IL,61730
438015,Bess,M,Capps,F,bess.capps@yahoo.co.uk,12/30/1995,21.59,55,2/20/2017,Q1,2017,2,February,Feb,20,0.43,146472,8%,606-87-2782,405-691-9697,Bowlegs,Seminole,Bowlegs,OK,74830
677417,Hector,H,Cooper,M,hector.cooper@exxonmobil.com,7/2/1961,56.11,73,3/26/1991,Q1,1991,3,March,Mar,26,26.36,171547,15%,092-02-6253,231-581-3272,Twin Lake,Muskegon,Twin Lake,MI,49457
553342,Horacio,P,Cleland,M,horacio.cleland@btinternet.com,10/1/1988,28.84,87,6/3/2012,Q2,2012,6,June,Jun,3,5.15,153266,9%,383-37-2411,319-468-6781,Houghton,Lee,Houghton,IA,52631
420954,Sandi,Z,Highsmith,F,sandi.highsmith@yahoo.ca,11/5/1979,37.75,51,7/14/2017,Q3,2017,7,July,Jul,14,0.04,107278,28%,472-57-7055,210-874-4610,Corpus Christi,Nueces,Corpus Christi,TX,78467
276397,Lovella,K,Whitt,F,lovella.whitt@cox.net,3/7/1970,47.42,48,1/25/2010,Q1,2010,1,January,Jan,25,7.51,177733,18%,443-27-6938,210-909-4275,Lubbock,Lubbock,Lubbock,TX,79412
501899,Rosy,E,Weller,F,rosy.weller@gmail.com,7/16/1991,26.05,54,12/23/2012,Q4,2012,12,December,Dec,23,4.6,158899,27%,115-98-3590,215-637-7209,Greensburg,Westmoreland,Greensburg,PA,15606
616572,Waneta,Z,Holst,F,waneta.holst@gmail.com,1/4/1970,47.59,56,4/9/1995,Q2,1995,4,April,Apr,9,22.32,147812,4%,656-36-7818,212-464-2045,Allentown,Allegany,Allentown,NY,14707
954572,Jen,R,Stillwell,F,jen.stillwell@apple.com,9/11/1976,40.9,56,1/1/2010,Q1,2010,1,January,Jan,1,7.58,133837,14%,714-18-0185,339-854-0392,Boston,Suffolk,Boston,MA,2266
283402,Johnnie,X,Kaczmarek,F,johnnie.kaczmarek@msn.com,7/14/1989,28.06,52,1/14/2015,Q1,2015,1,January,Jan,14,2.54,107470,29%,327-11-5263,215-867-5117,Hutchinson,Westmoreland,Hutchinson,PA,15640
323983,Claude,F,Crawford,M,claude.crawford@gmail.com,5/7/1971,46.26,69,10/20/2001,Q4,2001,10,October,Oct,20,15.78,61444,2%,389-33-0008,216-220-1134,Brownsville,Licking,Brownsville,OH,43721
954356,Gustavo,P,So,M,gustavo.so@aol.com,8/13/1987,29.98,67,1/18/2012,Q1,2012,1,January,Jan,18,5.53,124902,5%,351-08-9027,252-883-8671,Charlotte,Mecklenburg,Charlotte,NC,28231
751335,Hortense,E,Shupe,F,hortense.shupe@sbcglobal.net,5/6/1980,37.25,41,3/15/2010,Q1,2010,3,March,Mar,15,7.38,68387,25%,125-98-2095,205-885-9069,Montgomery,Montgomery,Montgomery,AL,36116
462773,Abby,A,Vanbuskirk,F,abby.vanbuskirk@charter.net,5/1/1993,24.26,56,1/8/2015,Q1,2015,1,January,Jan,8,2.55,106358,26%,432-99-1688,215-261-3046,Stump Creek,Jefferson,Stump Creek,PA,15863
410217,Lovella,P,Smallwood,F,lovella.smallwood@gmail.com,12/25/1977,39.62,58,7/2/2011,Q3,2011,7,July,Jul,2,6.08,57162,20%,107-98-0884,202-509-1489,Washington,District of Columbia,Washington,DC,20254
822606,Waldo,R,Walston,M,waldo.walston@gmail.com,7/17/1994,23.05,63,10/19/2015,Q4,2015,10,October,Oct,19,1.78,40600,19%,486-29-4423,203-884-8731,Milldale,Hartford,Milldale,CT,6467
987948,Rene,G,Lilly,M,rene.lilly@btinternet.com,4/16/1996,21.3,73,7/13/2017,Q3,2017,7,July,Jul,13,0.04,172736,30%,152-23-8241,304-508-8338,Cairo,Ritchie,Cairo,WV,26337
451068,Shira,W,Roddy,F,shira.roddy@yahoo.com,2/2/1992,25.5,51,9/1/2013,Q3,2013,9,September,Sep,1,3.91,118978,25%,134-98-5298,319-415-1380,Renwick,Humboldt,Renwick,IA,50577
350934,Providencia,D,Acuna,F,providencia.acuna@gmail.com,3/27/1989,28.36,41,8/26/2011,Q3,2011,8,August,Aug,26,5.93,42311,16%,514-31-8000,205-807-7220,Bigbee,Bigbee,Bigbee,AL,36510
616993,Elvis,A,Brinson,M,elvis.brinson@outlook.com,10/14/1985,31.81,59,12/3/2009,Q4,2009,12,December,Dec,3,7.65,56129,28%,132-98-0045,210-452-6795,Bronson,Sabine,Bronson,TX,75930
310733,Jenise,Q,Michaelis,F,jenise.michaelis@yahoo.com,6/27/1979,38.11,52,3/22/2009,Q1,2009,3,March,Mar,22,8.36,93219,22%,121-98-2985,229-889-8394,Kennesaw,Kennesaw,Kennesaw,GA,30160
364875,Noe,T,Magdaleno,M,noe.magdaleno@aol.com,2/24/1970,47.45,85,8/24/1993,Q3,1993,8,August,Aug,24,23.94,176315,5%,309-37-5339,304-275-5940,Charleston,Kanawha,Charleston,WV,25396
963027,Lizabeth,I,Sternberg,F,lizabeth.sternberg@aol.com,1/26/1981,36.53,50,7/13/2006,Q3,2006,7,July,Jul,13,11.05,133933,1%,374-37-4546,304-543-9774,Short Creek,Brooke,Short Creek,WV,26058
609056,Chrystal,D,Lozoya,F,chrystal.lozoya@gmail.com,11/15/1978,38.73,44,1/25/2000,Q1,2000,1,January,Jan,25,17.52,150365,0%,245-99-4588,207-696-9932,Cumberland Foreside,Cumberland,Cumberland Foreside,ME,4110
405073,Chauncey,K,Delisle,M,chauncey.delisle@gmail.com,10/3/1970,46.85,77,5/12/2014,Q2,2014,5,May,May,12,3.21,183209,24%,313-35-4591,423-618-1932,Knoxville,Knox,Knoxville,TN,37921
981377,Randi,G,Forman,F,randi.forman@btinternet.com,2/7/1983,34.49,56,6/21/2008,Q2,2008,6,June,Jun,21,9.11,108262,8%,286-15-6208,219-513-5047,Warsaw,Kosciusko,Warsaw,IN,46582
192731,Numbers,T,Pacheco,M,numbers.pacheco@yahoo.co.in,2/1/1986,31.51,88,1/1/2017,Q1,2017,1,January,Jan,1,0.57,92350,11%,491-29-0115,239-870-3095,Eglin Afb,Okaloosa,Eglin Afb,FL,32542
793424,Danika,L,Higa,F,danika.higa@msn.com,5/18/1994,23.21,50,10/29/2015,Q4,2015,10,October,Oct,29,1.75,92340,14%,631-31-4406,701-253-7714,Columbus,Burke,Columbus,ND,58727
231526,Bernie,G,Begin,M,bernie.begin@yahoo.com,5/15/1960,57.24,78,6/1/1988,Q2,1988,6,June,Jun,1,29.18,145603,10%,390-33-0233,217-912-4147,Philo,Champaign,Philo,IL,61864
585567,Stacey,S,Arneson,F,stacey.arneson@aol.com,5/26/1982,35.2,56,3/23/2004,Q1,2004,3,March,Mar,23,13.36,96117,30%,127-98-2462,314-427-9520,Rives,Dunklin,Rives,MO,63875
796178,Keturah,Q,Argo,F,keturah.argo@yahoo.com,2/1/1996,21.5,46,3/21/2017,Q1,2017,3,March,Mar,21,0.35,63666,5%,729-28-5708,205-667-3628,Mulga,Jefferson,Mulga,AL,35118
957260,Margo,C,Odonnell,F,margo.odonnell@yahoo.com,6/24/1958,59.13,52,1/6/1982,Q1,1982,1,January,Jan,6,35.58,93745,12%,675-48-8508,218-781-2210,Barnesville,Clay,Barnesville,MN,56514
261936,Todd,L,Stewart,M,todd.stewart@shaw.ca,7/2/1985,32.09,79,9/10/2007,Q3,2007,9,September,Sep,10,9.89,115335,28%,183-86-0989,216-212-2735,Eastlake,Lake,Eastlake,OH,44095
928584,Etsuko,Y,Durbin,F,etsuko.durbin@gmail.com,9/29/1990,26.85,50,1/9/2012,Q1,2012,1,January,Jan,9,5.55,145087,14%,648-58-3813,231-540-2682,Tipton,Lenawee,Tipton,MI,49287
464392,Sanford,Y,Romano,M,sanford.romano@gmail.com,7/18/1981,36.05,83,4/14/2004,Q2,2004,4,April,Apr,14,13.3,82265,13%,718-18-8733,239-837-0320,Tampa,Hillsborough,Tampa,FL,33677
971930,Veronica,M,Broderick,F,veronica.broderick@hotmail.com,4/11/1995,22.31,46,12/16/2016,Q4,2016,12,December,Dec,16,0.61,61424,24%,124-98-3559,252-664-7991,Roaring River,Wilkes,Roaring River,NC,28669
715539,Gilberto,S,Heintz,M,gilberto.heintz@hotmail.com,10/16/1993,23.8,53,3/10/2015,Q1,2015,3,March,Mar,10,2.39,181866,8%,462-99-6846,270-984-7891,Lucas,Barren,Lucas,KY,42156
963824,Fermina,D,Su,F,fermina.su@verizon.net,9/4/1965,51.93,55,9/16/1988,Q3,1988,9,September,Sep,16,28.88,76782,28%,342-11-0129,209-397-0350,Richmond,Contra Costa,Richmond,CA,94807
837187,Shaunda,I,Cory,F,shaunda.cory@walmart.com,1/27/1989,28.52,59,6/4/2012,Q2,2012,6,June,Jun,4,5.15,93313,22%,629-31-8004,319-708-4614,Oxford,Johnson,Oxford,IA,52322
418000,Alaine,Q,Beverly,F,alaine.beverly@microsoft.com,7/29/1978,39.02,54,4/18/2014,Q2,2014,4,April,Apr,18,3.28,169881,6%,592-99-8879,304-814-2127,Albright,Preston,Albright,WV,26519
906193,Benedict,S,Ulloa,M,benedict.ulloa@exxonmobil.com,10/13/1979,37.82,64,8/17/2004,Q3,2004,8,August,Aug,17,12.95,111691,21%,632-31-1695,216-219-2310,Tuppers Plains,Meigs,Tuppers Plains,OH,45783
583052,Clark,E,Fry,M,clark.fry@aol.com,12/20/1974,42.63,80,5/26/2004,Q2,2004,5,May,May,26,13.18,41719,1%,728-14-6433,215-973-0846,Danielsville,Northampton,Danielsville,PA,18038
739268,Cary,O,Amey,M,cary.amey@gmail.com,1/5/1966,51.59,64,8/19/2000,Q3,2000,8,August,Aug,19,16.95,175259,12%,446-27-8740,216-835-0457,Akron,Summit,Akron,OH,44393
210237,Jordon,E,Dorris,M,jordon.dorris@gmail.com,2/7/1980,37.5,87,12/28/2015,Q4,2015,12,December,Dec,28,1.58,193773,11%,274-17-1448,239-365-4188,Pensacola,Escambia,Pensacola,FL,32504
589593,Suzann,H,Crawford,F,suzann.crawford@gmail.com,5/30/1965,52.2,48,8/22/1991,Q3,1991,8,August,Aug,22,25.95,70836,18%,276-17-8333,316-833-1188,Baileyville,Nemaha,Baileyville,KS,66404
130289,Dot,X,Call,F,dot.call@exxonmobil.com,4/2/1982,35.35,58,11/12/2007,Q4,2007,11,November,Nov,12,9.72,111824,6%,255-99-7907,701-463-4990,Chaseley,Wells,Chaseley,ND,58423
305239,Nathanael,H,Shaughnessy,M,nathanael.shaughnessy@yahoo.co.uk,10/20/1974,42.8,50,3/20/2000,Q1,2000,3,March,Mar,20,17.37,162329,14%,665-22-7566,210-896-4294,Imperial,Pecos,Imperial,TX,79743
889278,Tawna,M,Fears,F,tawna.fears@walmart.com,3/12/1977,40.41,52,11/6/1998,Q4,1998,11,November,Nov,6,18.74,160415,17%,754-07-0898,262-476-6245,Centuria,Polk,Centuria,WI,54824
643833,Alfred,J,Faught,M,alfred.faught@gmail.com,7/17/1980,37.05,60,2/29/2004,Q1,2004,2,February,Feb,29,13.42,107357,4%,638-29-3465,219-466-2220,Plymouth,Marshall,Plymouth,IN,46563
137925,Millard,B,Modlin,M,millard.modlin@gmail.com,6/8/1983,34.16,81,5/2/2013,Q2,2013,5,May,May,2,4.24,72924,14%,391-33-4889,808-391-6102,Paauilo,Hawaii,Paauilo,HI,96776
882376,Florentino,T,Stamps,M,florentino.stamps@shaw.ca,8/15/1978,38.98,56,3/2/2016,Q1,2016,3,March,Mar,2,1.41,107033,8%,078-02-7516,314-794-5069,Syracuse,Morgan,Syracuse,MO,65354
246626,Norris,S,Rigdon,M,norris.rigdon@hotmail.com,3/16/1989,28.39,67,10/24/2011,Q4,2011,10,October,Oct,24,5.76,82276,21%,121-98-4518,252-432-2868,Barnardsville,Buncombe,Barnardsville,NC,28709
416623,Len,B,Goodin,M,len.goodin@gmail.com,7/7/1965,52.09,61,2/15/1996,Q1,1996,2,February,Feb,15,21.46,153843,11%,126-98-2702,216-586-5601,Sebring,Mahoning,Sebring,OH,44672
396161,Zelma,Z,Driscoll,F,zelma.driscoll@yahoo.com,3/18/1987,30.38,46,11/16/2010,Q4,2010,11,November,Nov,16,6.7,57258,7%,307-37-7869,202-903-0004,Washington,District of Columbia,Washington,DC,20036
711184,Greg,B,Marcotte,M,greg.marcotte@shaw.ca,10/14/1977,39.81,59,3/15/2000,Q1,2000,3,March,Mar,15,17.38,142664,24%,275-17-3028,304-758-4229,Moorefield,Hardy,Moorefield,WV,26836
949654,Cedric,S,Earnest,M,cedric.earnest@aol.com,1/27/1980,37.53,69,3/18/2013,Q1,2013,3,March,Mar,18,4.36,49485,29%,699-16-2257,802-543-1128,East Wallingford,Rutland,East Wallingford,VT,5742
628070,Syble,U,Molloy,F,syble.molloy@gmail.com,7/3/1985,32.09,41,6/19/2007,Q2,2007,6,June,Jun,19,10.12,69910,13%,313-35-5559,231-782-4026,Palo,Ionia,Palo,MI,48870
133567,Adrien,C,Wolfgang,F,adrien.wolfgang@hotmail.com,8/1/1995,22.01,54,1/23/2017,Q1,2017,1,January,Jan,23,0.51,95968,20%,660-24-2500,216-772-5014,Cleveland,Cuyahoga,Cleveland,OH,44184
605954,Richie,L,Korte,M,richie.korte@aol.com,4/15/1990,27.3,87,3/15/2016,Q1,2016,3,March,Mar,15,1.37,65793,27%,386-37-4946,201-441-5719,Howell,Monmouth,Howell,NJ,7731
611046,Sidney,Q,Simard,M,sidney.simard@ibm.com,9/22/1994,22.86,90,11/15/2016,Q4,2016,11,November,Nov,15,0.7,42324,22%,570-99-1715,314-443-0594,Breckenridge,Caldwell,Breckenridge,MO,64625
273452,Wm,T,Smitherman,M,wm.smitherman@gmail.com,3/14/1977,40.4,67,2/5/2015,Q1,2015,2,February,Feb,5,2.48,44712,3%,692-18-0460,405-772-2692,Oklahoma City,Oklahoma City,Oklahoma City,OK,73100
197636,Walter,B,Mount,M,walter.mount@gmail.com,5/11/1984,33.24,59,6/12/2013,Q2,2013,6,June,Jun,12,4.13,191603,0%,569-99-4586,236-494-1954,Casanova,Casanova,Casanova,VA,22017
968651,Erik,C,Steger,M,erik.steger@gmail.com,4/21/1993,24.28,58,4/7/2015,Q2,2015,4,April,Apr,7,2.31,78774,3%,056-02-5521,208-522-5984,Ellis,Custer,Ellis,ID,83235
747131,Cary,D,Adrian,M,cary.adrian@bellsouth.net,9/15/1983,33.89,70,2/28/2007,Q1,2007,2,February,Feb,28,10.42,103734,17%,449-99-3152,236-794-3337,Swoope,Augusta,Swoope,VA,24479
859336,Asuncion,X,Dunson,F,asuncion.dunson@hotmail.com,2/24/1963,54.46,49,5/28/1998,Q2,1998,5,May,May,28,19.18,79429,15%,148-23-9732,218-395-9292,Akeley,Hubbard,Akeley,MN,56433
124230,Celine,S,Lum,F,celine.lum@comcast.net,8/18/1961,55.98,53,1/19/2006,Q1,2006,1,January,Jan,19,11.53,110616,12%,650-62-5088,215-893-4143,Chandlers Valley,Warren,Chandlers Valley,PA,16312
802800,Benedict,Y,Mccullum,M,benedict.mccullum@gmail.com,9/6/1981,35.92,62,5/13/2010,Q2,2010,5,May,May,13,7.21,132241,12%,251-99-3411,217-704-3969,Onarga,Iroquois,Onarga,IL,60955
847332,Kenny,Q,Vanscoy,M,kenny.vanscoy@hotmail.com,7/17/1978,39.06,81,10/3/2008,Q4,2008,10,October,Oct,3,8.82,71809,16%,646-23-4483,207-778-3927,Seal Cove,Hancock,Seal Cove,ME,4674
195236,Harlan,W,Mars,M,harlan.mars@hotmail.com,4/24/1993,24.28,68,8/18/2015,Q3,2015,8,August,Aug,18,1.95,149774,6%,003-08-4615,217-518-4024,Evanston,Cook,Evanston,IL,60204
762579,Idalia,X,Diego,F,idalia.diego@aol.com,4/1/1987,30.35,56,1/23/2012,Q1,2012,1,January,Jan,23,5.52,175871,22%,725-18-5125,236-316-7401,Lovettsville,Lovettsville,Lovettsville,VA,22080
505157,Lou,R,Beltran,M,lou.beltran@hotmail.com,5/29/1987,30.19,75,10/13/2012,Q4,2012,10,October,Oct,13,4.79,107610,13%,205-84-8678,217-716-1120,Mount Auburn,Christian,Mount Auburn,IL,62547
665824,Laci,X,Swett,F,laci.swett@comcast.net,5/1/1994,23.26,57,5/25/2017,Q2,2017,5,May,May,25,0.18,152302,25%,331-11-6280,217-607-9434,Springfield,Sangamon,Springfield,IL,62791
629732,Elton,B,Ladd,M,elton.ladd@hotmail.com,8/28/1969,47.95,51,9/16/2013,Q3,2013,9,September,Sep,16,3.87,88491,13%,246-99-0246,479-833-9580,Gravette,Benton,Gravette,AR,72736
900281,Filiberto,S,Pedigo,M,filiberto.pedigo@aol.com,6/18/1958,59.15,83,7/5/1990,Q3,1990,7,July,Jul,5,27.08,179134,26%,611-87-0972,218-934-0051,Milan,Chippewa,Milan,MN,56262
435152,Albert,I,Quach,M,albert.quach@hotmail.com,3/8/1982,35.41,88,7/31/2015,Q3,2015,7,July,Jul,31,1.99,199580,25%,449-99-7794,270-712-1382,Big Laurel,Harlan,Big Laurel,KY,40808
957655,Arlen,W,Brewster,M,arlen.brewster@gmail.com,4/5/1971,46.35,88,7/28/2005,Q3,2005,7,July,Jul,28,12.01,91120,18%,520-61-6769,209-814-9430,Los Angeles,Los Angeles,Los Angeles,CA,90048
619909,Bob,K,Rader,M,bob.rader@aol.com,6/18/1977,40.14,51,2/2/2012,Q1,2012,2,February,Feb,2,5.49,147856,19%,260-99-0675,212-754-1159,Central Bridge,Schoharie,Central Bridge,NY,12035
332745,Edwardo,X,Beveridge,M,edwardo.beveridge@bp.com,3/12/1980,37.4,55,3/25/2013,Q1,2013,3,March,Mar,25,4.35,93578,4%,085-02-9059,308-746-2911,Ruskin,Nuckolls,Ruskin,NE,68974
595442,Renato,W,Grube,M,renato.grube@earthlink.net,11/10/1974,42.74,55,5/14/2006,Q2,2006,5,May,May,14,11.21,58627,26%,555-99-8634,314-669-1200,Calhoun,Henry,Calhoun,MO,65323
881515,Mac,U,Moy,M,mac.moy@yahoo.com,12/19/1988,28.62,75,4/1/2015,Q2,2015,4,April,Apr,1,2.33,146830,0%,321-11-6835,303-560-5985,Colorado Springs,El Paso,Colorado Springs,CO,80947
745248,Jarred,C,Gabel,M,jarred.gabel@gmail.com,12/31/1992,24.59,71,1/27/2015,Q1,2015,1,January,Jan,27,2.5,162175,2%,352-08-3855,207-323-6453,South Freeport,Cumberland,South Freeport,ME,4078
488194,Santa,T,Braud,F,santa.braud@verizon.net,10/4/1994,22.83,47,12/30/2016,Q4,2016,12,December,Dec,30,0.58,186286,1%,423-67-0973,229-572-9301,Lilburn,Gwinnett,Lilburn,GA,30048
534694,Zackary,B,Valle,M,zackary.valle@comcast.net,12/12/1991,25.64,69,9/3/2016,Q3,2016,9,September,Sep,3,0.9,53513,13%,625-85-5480,216-392-9519,Williamsfield,Ashtabula,Williamsfield,OH,44093
